"","Period","Value","Type"
"2629",2021-06-14,27.864,"Imports_Cumulative_billion"
"474",2021-06-15,2,"New_Cases"
"12621",2021-06-15,28.296,"Exports_Cumulative_billion"
"2630",2021-06-15,28.129,"Imports_Cumulative_billion"
"475",2021-06-16,2,"New_Cases"
"12631",2021-06-16,28.471,"Exports_Cumulative_billion"
"26311",2021-06-16,28.326,"Imports_Cumulative_billion"
"476",2021-06-17,1,"New_Cases"
"1264",2021-06-17,28.901,"Exports_Cumulative_billion"
"2632",2021-06-17,28.568,"Imports_Cumulative_billion"
"477",2021-06-18,0,"New_Cases"
"1265",2021-06-18,29.133,"Exports_Cumulative_billion"
"2633",2021-06-18,28.748,"Imports_Cumulative_billion"
"478",2021-06-19,4,"New_Cases"
"1266",2021-06-19,29.361,"Exports_Cumulative_billion"
"2634",2021-06-19,28.779,"Imports_Cumulative_billion"
"479",2021-06-20,2,"New_Cases"
"1267",2021-06-20,29.607,"Exports_Cumulative_billion"
"2635",2021-06-20,28.822,"Imports_Cumulative_billion"
"480",2021-06-21,0,"New_Cases"
"1268",2021-06-21,29.745,"Exports_Cumulative_billion"
"2636",2021-06-21,29.075,"Imports_Cumulative_billion"
"4811",2021-06-22,3,"New_Cases"
"1269",2021-06-22,29.902,"Exports_Cumulative_billion"
"2637",2021-06-22,29.344,"Imports_Cumulative_billion"
"482",2021-06-23,0,"New_Cases"
"1270",2021-06-23,30.137,"Exports_Cumulative_billion"
"2638",2021-06-23,29.588,"Imports_Cumulative_billion"
"483",2021-06-24,2,"New_Cases"
"12711",2021-06-24,30.351,"Exports_Cumulative_billion"
"2639",2021-06-24,29.821,"Imports_Cumulative_billion"
"484",2021-06-25,4,"New_Cases"
"12721",2021-06-25,30.569,"Exports_Cumulative_billion"
"2640",2021-06-25,30.153,"Imports_Cumulative_billion"
"485",2021-06-26,0,"New_Cases"
"12731",2021-06-26,30.698,"Exports_Cumulative_billion"
"26411",2021-06-26,30.183,"Imports_Cumulative_billion"
"486",2021-06-27,9,"New_Cases"
"1274",2021-06-27,30.967,"Exports_Cumulative_billion"
"2642",2021-06-27,30.223,"Imports_Cumulative_billion"
"487",2021-06-28,3,"New_Cases"
"1275",2021-06-28,31.133,"Exports_Cumulative_billion"
"2643",2021-06-28,30.471,"Imports_Cumulative_billion"
"488",2021-06-29,1,"New_Cases"
"1276",2021-06-29,31.444,"Exports_Cumulative_billion"
"2644",2021-06-29,30.697,"Imports_Cumulative_billion"
"77",2021-06-30,515,"Weekly_Mean_Rent_Price"
"771",2021-06-30,500,"Weekly_Median_Rent_Price"
"489",2021-06-30,0,"New_Cases"
"4212",2021-06-30,1581,"RPI_Flow"
"871",2021-06-30,1561,"RPI_Stock"
"1411",2021-06-30,1073,"CPI_Food"
"2911",2021-06-30,1175,"CPI_Alcoholic_beverages_and_tobacco"
"4413",2021-06-30,1011,"CPI_Clothing_and_footwear"
"5913",2021-06-30,1137,"CPI_Housing_and_household_utilities"
"744",2021-06-30,1041,"CPI_Household_contents_and_services"
"892",2021-06-30,1059,"CPI_Health"
"1041",2021-06-30,1072,"CPI_Transport"
"1191",2021-06-30,848,"CPI_Communication"
"1341",2021-06-30,1051,"CPI_Recreation_and_culture"
"1491",2021-06-30,996,"CPI_Education"
"1641",2021-06-30,1110,"CPI_Miscellaneous_goods_and_services"
"1791",2021-06-30,1082,"CPI_All_groups"
"4214",2021-06-30,1077,"FPI_Food"
"873",2021-06-30,1049,"FPI_Fruit_and_vegetables"
"1322",2021-06-30,1066,"FPI_Meat_poultry_and_fish"
"1772",2021-06-30,1053,"FPI_Grocery_food"
"2221",2021-06-30,1038,"FPI_Non-alcoholic_beverages"
"2671",2021-06-30,1151,"FPI_Restaurant_meals_and_ready-to-eat_food"
"1415",2021-06-30,1102,"HPI_All_households"
"2913",2021-06-30,1137,"HPI_Beneficiary"
"4415",2021-06-30,1124,"HPI_Expenditure_quintile_lowest"
"5915",2021-06-30,1083,"HPI_Expenditure_quintile_highest"
"746",2021-06-30,1116,"HPI_Maori"
"894",2021-06-30,1114,"HPI_Superannuitant"
"1416",2021-06-30,1692,"CEP_All_Groups"
"1417",2021-06-30,1222,"PPI_Inputs"
"1418",2021-06-30,1231,"PPI_Outputs"
"1153",2021-06-30,1244,"LCI_All_Sectors"
"1423",2021-06-30,4,"Unemployment_Rate"
"2841",2021-06-30,67.6,"Employment_Rate"
"1304",2021-06-30,1360.62,"Weekly_Earnings"
"1277",2021-06-30,31.625,"Exports_Cumulative_billion"
"2645",2021-06-30,30.886,"Imports_Cumulative_billion"
"21212",2021-06-30,5.0837,"NZAC_Total_Annual_change"
"4302",2021-06-30,5.4037,"NZAC_Annual_change_Card_transaction_spend"
"6462",2021-06-30,0.5221,"NZAC_Annual_change_Electricity_grid_demand"
"8642",2021-06-30,59.7866,"NZAC_Annual_change_Manufacturing_index"
"10581",2021-06-30,114.6013,"NZAC_Annual_change_New_jobs_posted_online"
"12822",2021-06-30,5.7375,"NZAC_Annual_change_Traffic_index_(heavy)"
"15001",2021-06-30,9.1968,"NZAC_Annual_change_Traffic_index_(light)"
"490",2021-07-01,0,"New_Cases"
"1278",2021-07-01,31.767,"Exports_Cumulative_billion"
"2646",2021-07-01,31.251,"Imports_Cumulative_billion"
"4911",2021-07-02,0,"New_Cases"
"1279",2021-07-02,31.918,"Exports_Cumulative_billion"
"2647",2021-07-02,31.5,"Imports_Cumulative_billion"
"492",2021-07-03,9,"New_Cases"
"1280",2021-07-03,32.039,"Exports_Cumulative_billion"
"2648",2021-07-03,31.536,"Imports_Cumulative_billion"
"493",2021-07-04,7,"New_Cases"
"12811",2021-07-04,32.254,"Exports_Cumulative_billion"
"2649",2021-07-04,31.575,"Imports_Cumulative_billion"
"494",2021-07-05,0,"New_Cases"
"12821",2021-07-05,32.413,"Exports_Cumulative_billion"
"2650",2021-07-05,31.806,"Imports_Cumulative_billion"
"495",2021-07-06,5,"New_Cases"
"12831",2021-07-06,32.613,"Exports_Cumulative_billion"
"26511",2021-07-06,32.061,"Imports_Cumulative_billion"
"496",2021-07-07,1,"New_Cases"
"1284",2021-07-07,32.831,"Exports_Cumulative_billion"
"2652",2021-07-07,32.321,"Imports_Cumulative_billion"
"497",2021-07-08,1,"New_Cases"
"1285",2021-07-08,33.038,"Exports_Cumulative_billion"
"2653",2021-07-08,32.537,"Imports_Cumulative_billion"
"498",2021-07-09,0,"New_Cases"
"1286",2021-07-09,33.235,"Exports_Cumulative_billion"
"2654",2021-07-09,32.77,"Imports_Cumulative_billion"
"499",2021-07-10,2,"New_Cases"
"1287",2021-07-10,33.352,"Exports_Cumulative_billion"
"2655",2021-07-10,32.811,"Imports_Cumulative_billion"
"500",2021-07-11,1,"New_Cases"
"1288",2021-07-11,33.505,"Exports_Cumulative_billion"
"2656",2021-07-11,32.851,"Imports_Cumulative_billion"
"5011",2021-07-12,18,"New_Cases"
"1289",2021-07-12,33.717,"Exports_Cumulative_billion"
"2657",2021-07-12,33.078,"Imports_Cumulative_billion"
"502",2021-07-13,4,"New_Cases"
"1290",2021-07-13,34.058,"Exports_Cumulative_billion"
"2658",2021-07-13,33.371,"Imports_Cumulative_billion"
"503",2021-07-14,4,"New_Cases"
"12911",2021-07-14,34.156,"Exports_Cumulative_billion"
"2659",2021-07-14,33.589,"Imports_Cumulative_billion"
"504",2021-07-15,9,"New_Cases"
"12921",2021-07-15,34.421,"Exports_Cumulative_billion"
"2660",2021-07-15,33.824,"Imports_Cumulative_billion"
"505",2021-07-16,0,"New_Cases"
"12931",2021-07-16,34.591,"Exports_Cumulative_billion"
"26611",2021-07-16,34.109,"Imports_Cumulative_billion"
"506",2021-07-17,11,"New_Cases"
"12941",2021-07-17,34.728,"Exports_Cumulative_billion"
"2662",2021-07-17,34.141,"Imports_Cumulative_billion"
"507",2021-07-18,3,"New_Cases"
"1295",2021-07-18,34.878,"Exports_Cumulative_billion"
"2663",2021-07-18,34.192,"Imports_Cumulative_billion"
"508",2021-07-19,5,"New_Cases"
"1296",2021-07-19,35.051,"Exports_Cumulative_billion"
"2664",2021-07-19,34.457,"Imports_Cumulative_billion"
"509",2021-07-20,6,"New_Cases"
"1297",2021-07-20,35.173,"Exports_Cumulative_billion"
"2665",2021-07-20,34.767,"Imports_Cumulative_billion"
"510",2021-07-21,7,"New_Cases"
"1298",2021-07-21,35.412,"Exports_Cumulative_billion"
"2666",2021-07-21,35.075,"Imports_Cumulative_billion"
"5111",2021-07-22,20,"New_Cases"
"1299",2021-07-22,35.582,"Exports_Cumulative_billion"
"2667",2021-07-22,35.286,"Imports_Cumulative_billion"
"512",2021-07-23,0,"New_Cases"
"1300",2021-07-23,35.765,"Exports_Cumulative_billion"
"2668",2021-07-23,35.488,"Imports_Cumulative_billion"
"513",2021-07-24,7,"New_Cases"
"13011",2021-07-24,35.969,"Exports_Cumulative_billion"
"2669",2021-07-24,35.529,"Imports_Cumulative_billion"
"514",2021-07-25,1,"New_Cases"
"13021",2021-07-25,36.111,"Exports_Cumulative_billion"
"2670",2021-07-25,35.567,"Imports_Cumulative_billion"
"515",2021-07-26,0,"New_Cases"
"13031",2021-07-26,36.274,"Exports_Cumulative_billion"
"26711",2021-07-26,35.808,"Imports_Cumulative_billion"
"516",2021-07-27,1,"New_Cases"
"13041",2021-07-27,36.607,"Exports_Cumulative_billion"
"2672",2021-07-27,36.199,"Imports_Cumulative_billion"
"517",2021-07-28,3,"New_Cases"
"1305",2021-07-28,36.74,"Exports_Cumulative_billion"
"2673",2021-07-28,36.52,"Imports_Cumulative_billion"
"518",2021-07-29,3,"New_Cases"
"1306",2021-07-29,36.954,"Exports_Cumulative_billion"
"2674",2021-07-29,36.757,"Imports_Cumulative_billion"
"519",2021-07-30,0,"New_Cases"
"1307",2021-07-30,37.183,"Exports_Cumulative_billion"
"2675",2021-07-30,36.984,"Imports_Cumulative_billion"
"78",2021-07-31,500,"Weekly_Median_Rent_Price"
"520",2021-07-31,3,"New_Cases"
"4312",2021-07-31,1587,"RPI_Flow"
"881",2021-07-31,1566,"RPI_Stock"
"4314",2021-07-31,1091,"FPI_Food"
"883",2021-07-31,1103,"FPI_Fruit_and_vegetables"
"1332",2021-07-31,1071,"FPI_Meat_poultry_and_fish"
"1782",2021-07-31,1064,"FPI_Grocery_food"
"2231",2021-07-31,1045,"FPI_Non-alcoholic_beverages"
"2681",2021-07-31,1154,"FPI_Restaurant_meals_and_ready-to-eat_food"
"1308",2021-07-31,37.394,"Exports_Cumulative_billion"
"2676",2021-07-31,37.05,"Imports_Cumulative_billion"
"21412",2021-07-31,4.6496,"NZAC_Total_Annual_change"
"4318",2021-07-31,5.9522,"NZAC_Annual_change_Card_transaction_spend"
"6471",2021-07-31,0.6466,"NZAC_Annual_change_Electricity_grid_demand"
"8651",2021-07-31,62.4377,"NZAC_Annual_change_Manufacturing_index"
"10671",2021-07-31,86.3819,"NZAC_Annual_change_New_jobs_posted_online"
"12832",2021-07-31,3.3943,"NZAC_Annual_change_Traffic_index_(heavy)"
"14941",2021-07-31,3.4048,"NZAC_Annual_change_Traffic_index_(light)"
"5211",2021-08-01,4,"New_Cases"
"1309",2021-08-01,37.537,"Exports_Cumulative_billion"
"2677",2021-08-01,37.209,"Imports_Cumulative_billion"
"522",2021-08-02,0,"New_Cases"
"13101",2021-08-02,37.705,"Exports_Cumulative_billion"
"2678",2021-08-02,37.54,"Imports_Cumulative_billion"
"523",2021-08-03,2,"New_Cases"
"13111",2021-08-03,37.895,"Exports_Cumulative_billion"
"2679",2021-08-03,37.837,"Imports_Cumulative_billion"
"524",2021-08-04,1,"New_Cases"
"13121",2021-08-04,38.03,"Exports_Cumulative_billion"
"2680",2021-08-04,38.063,"Imports_Cumulative_billion"
"525",2021-08-05,0,"New_Cases"
"13131",2021-08-05,38.175,"Exports_Cumulative_billion"
"26811",2021-08-05,38.317,"Imports_Cumulative_billion"
"526",2021-08-06,0,"New_Cases"
"13141",2021-08-06,38.278,"Exports_Cumulative_billion"
"2682",2021-08-06,38.594,"Imports_Cumulative_billion"
"527",2021-08-07,6,"New_Cases"
"13151",2021-08-07,38.401,"Exports_Cumulative_billion"
"2683",2021-08-07,38.623,"Imports_Cumulative_billion"
"528",2021-08-08,4,"New_Cases"
"13161",2021-08-08,38.533,"Exports_Cumulative_billion"
"2684",2021-08-08,38.67,"Imports_Cumulative_billion"
"529",2021-08-09,12,"New_Cases"
"13171",2021-08-09,38.69,"Exports_Cumulative_billion"
"2685",2021-08-09,38.934,"Imports_Cumulative_billion"
"530",2021-08-10,2,"New_Cases"
"13181",2021-08-10,38.863,"Exports_Cumulative_billion"
"2686",2021-08-10,39.212,"Imports_Cumulative_billion"
"5311",2021-08-11,9,"New_Cases"
"13191",2021-08-11,38.989,"Exports_Cumulative_billion"
"2687",2021-08-11,39.486,"Imports_Cumulative_billion"
"532",2021-08-12,1,"New_Cases"
"1320",2021-08-12,39.09,"Exports_Cumulative_billion"
"2688",2021-08-12,39.777,"Imports_Cumulative_billion"
"533",2021-08-13,0,"New_Cases"
"13211",2021-08-13,39.23,"Exports_Cumulative_billion"
"2689",2021-08-13,40.053,"Imports_Cumulative_billion"
"534",2021-08-14,5,"New_Cases"
"13221",2021-08-14,39.342,"Exports_Cumulative_billion"
"2690",2021-08-14,40.1,"Imports_Cumulative_billion"
"535",2021-08-15,7,"New_Cases"
"13231",2021-08-15,39.459,"Exports_Cumulative_billion"
"26911",2021-08-15,40.145,"Imports_Cumulative_billion"
"536",2021-08-16,0,"New_Cases"
"1324",2021-08-16,39.557,"Exports_Cumulative_billion"
"2692",2021-08-16,40.402,"Imports_Cumulative_billion"
"537",2021-08-17,10,"New_Cases"
"1325",2021-08-17,39.748,"Exports_Cumulative_billion"
"2693",2021-08-17,40.705,"Imports_Cumulative_billion"
"538",2021-08-18,0,"New_Cases"
"1326",2021-08-18,39.86,"Exports_Cumulative_billion"
"2694",2021-08-18,40.95,"Imports_Cumulative_billion"
"539",2021-08-19,32,"New_Cases"
"1327",2021-08-19,39.991,"Exports_Cumulative_billion"
"2695",2021-08-19,41.178,"Imports_Cumulative_billion"
"540",2021-08-20,24,"New_Cases"
"1328",2021-08-20,40.124,"Exports_Cumulative_billion"
"2696",2021-08-20,41.451,"Imports_Cumulative_billion"
"5411",2021-08-21,24,"New_Cases"
"1329",2021-08-21,40.339,"Exports_Cumulative_billion"
"2697",2021-08-21,41.495,"Imports_Cumulative_billion"
"542",2021-08-22,38,"New_Cases"
"1330",2021-08-22,40.44,"Exports_Cumulative_billion"
"2698",2021-08-22,41.551,"Imports_Cumulative_billion"
"543",2021-08-23,42,"New_Cases"
"13311",2021-08-23,40.558,"Exports_Cumulative_billion"
"2699",2021-08-23,41.823,"Imports_Cumulative_billion"
"544",2021-08-24,63,"New_Cases"
"13321",2021-08-24,40.714,"Exports_Cumulative_billion"
"2700",2021-08-24,42.043,"Imports_Cumulative_billion"
"545",2021-08-25,68,"New_Cases"
"13331",2021-08-25,40.891,"Exports_Cumulative_billion"
"27011",2021-08-25,42.336,"Imports_Cumulative_billion"
"546",2021-08-26,70,"New_Cases"
"1334",2021-08-26,41.012,"Exports_Cumulative_billion"
"2702",2021-08-26,42.744,"Imports_Cumulative_billion"
"547",2021-08-27,83,"New_Cases"
"1335",2021-08-27,41.135,"Exports_Cumulative_billion"
"2703",2021-08-27,42.961,"Imports_Cumulative_billion"
"548",2021-08-28,84,"New_Cases"
"1336",2021-08-28,41.244,"Exports_Cumulative_billion"
"2704",2021-08-28,43.003,"Imports_Cumulative_billion"
"549",2021-08-29,55,"New_Cases"
"1337",2021-08-29,41.393,"Exports_Cumulative_billion"
"2705",2021-08-29,43.051,"Imports_Cumulative_billion"
"550",2021-08-30,0,"New_Cases"
"1338",2021-08-30,41.549,"Exports_Cumulative_billion"
"2706",2021-08-30,43.343,"Imports_Cumulative_billion"
"79",2021-08-31,500,"Weekly_Median_Rent_Price"
"5511",2021-08-31,50,"New_Cases"
"4412",2021-08-31,1577,"RPI_Flow"
"891",2021-08-31,1569,"RPI_Stock"
"4414",2021-08-31,1094,"FPI_Food"
"893",2021-08-31,1107,"FPI_Fruit_and_vegetables"
"1342",2021-08-31,1085,"FPI_Meat_poultry_and_fish"
"1792",2021-08-31,1063,"FPI_Grocery_food"
"2241",2021-08-31,1040,"FPI_Non-alcoholic_beverages"
"2691",2021-08-31,1159,"FPI_Restaurant_meals_and_ready-to-eat_food"
"1339",2021-08-31,41.753,"Exports_Cumulative_billion"
"2707",2021-08-31,43.548,"Imports_Cumulative_billion"
"21512",2021-08-31,-0.6489,"NZAC_Total_Annual_change"
"4292",2021-08-31,-11.8761,"NZAC_Annual_change_Card_transaction_spend"
"6481",2021-08-31,-0.3209,"NZAC_Annual_change_Electricity_grid_demand"
"8632",2021-08-31,39.7323,"NZAC_Annual_change_Manufacturing_index"
"10691",2021-08-31,57.2723,"NZAC_Annual_change_New_jobs_posted_online"
"12841",2021-08-31,-13.3578,"NZAC_Annual_change_Traffic_index_(heavy)"
"15012",2021-08-31,-20.0298,"NZAC_Annual_change_Traffic_index_(light)"
"552",2021-09-01,76,"New_Cases"
"1340",2021-09-01,41.857,"Exports_Cumulative_billion"
"2708",2021-09-01,43.972,"Imports_Cumulative_billion"
"553",2021-09-02,84,"New_Cases"
"13411",2021-09-02,41.979,"Exports_Cumulative_billion"
"2709",2021-09-02,44.241,"Imports_Cumulative_billion"
"554",2021-09-03,19,"New_Cases"
"13421",2021-09-03,42.083,"Exports_Cumulative_billion"
"27101",2021-09-03,44.55,"Imports_Cumulative_billion"
"555",2021-09-04,20,"New_Cases"
"13431",2021-09-04,42.278,"Exports_Cumulative_billion"
"27111",2021-09-04,44.583,"Imports_Cumulative_billion"
"556",2021-09-05,24,"New_Cases"
"1344",2021-09-05,42.441,"Exports_Cumulative_billion"
"27121",2021-09-05,44.62,"Imports_Cumulative_billion"
"557",2021-09-06,21,"New_Cases"
"1345",2021-09-06,42.571,"Exports_Cumulative_billion"
"27131",2021-09-06,44.904,"Imports_Cumulative_billion"
"558",2021-09-07,16,"New_Cases"
"1346",2021-09-07,42.705,"Exports_Cumulative_billion"
"27141",2021-09-07,45.184,"Imports_Cumulative_billion"
"559",2021-09-08,18,"New_Cases"
"1347",2021-09-08,42.847,"Exports_Cumulative_billion"
"2715",2021-09-08,45.417,"Imports_Cumulative_billion"
"560",2021-09-09,19,"New_Cases"
"1348",2021-09-09,43.076,"Exports_Cumulative_billion"
"2716",2021-09-09,45.712,"Imports_Cumulative_billion"
"5611",2021-09-10,24,"New_Cases"
"1349",2021-09-10,43.179,"Exports_Cumulative_billion"
"2717",2021-09-10,45.978,"Imports_Cumulative_billion"
"562",2021-09-11,23,"New_Cases"
"1350",2021-09-11,43.342,"Exports_Cumulative_billion"
"2718",2021-09-11,46.008,"Imports_Cumulative_billion"
"563",2021-09-12,36,"New_Cases"
"13511",2021-09-12,43.435,"Exports_Cumulative_billion"
"2719",2021-09-12,46.055,"Imports_Cumulative_billion"
"564",2021-09-13,17,"New_Cases"
"13521",2021-09-13,43.549,"Exports_Cumulative_billion"
"2720",2021-09-13,46.31,"Imports_Cumulative_billion"
"565",2021-09-14,15,"New_Cases"
"13531",2021-09-14,43.77,"Exports_Cumulative_billion"
"27211",2021-09-14,46.602,"Imports_Cumulative_billion"
"566",2021-09-15,18,"New_Cases"
"1354",2021-09-15,43.887,"Exports_Cumulative_billion"
"2722",2021-09-15,46.879,"Imports_Cumulative_billion"
"567",2021-09-16,15,"New_Cases"
"1355",2021-09-16,44.059,"Exports_Cumulative_billion"
"2723",2021-09-16,47.18,"Imports_Cumulative_billion"
"568",2021-09-17,24,"New_Cases"
"1356",2021-09-17,44.168,"Exports_Cumulative_billion"
"2724",2021-09-17,47.46,"Imports_Cumulative_billion"
"569",2021-09-18,22,"New_Cases"
"1357",2021-09-18,44.332,"Exports_Cumulative_billion"
"2725",2021-09-18,47.493,"Imports_Cumulative_billion"
"570",2021-09-19,22,"New_Cases"
"1358",2021-09-19,44.401,"Exports_Cumulative_billion"
"2726",2021-09-19,47.554,"Imports_Cumulative_billion"
"5711",2021-09-20,13,"New_Cases"
"1359",2021-09-20,44.561,"Exports_Cumulative_billion"
"2727",2021-09-20,47.842,"Imports_Cumulative_billion"
"572",2021-09-21,24,"New_Cases"
"1360",2021-09-21,44.766,"Exports_Cumulative_billion"
"2728",2021-09-21,48.157,"Imports_Cumulative_billion"
"573",2021-09-22,16,"New_Cases"
"13611",2021-09-22,45.01,"Exports_Cumulative_billion"
"2729",2021-09-22,48.425,"Imports_Cumulative_billion"
"574",2021-09-23,9,"New_Cases"
"13621",2021-09-23,45.199,"Exports_Cumulative_billion"
"2730",2021-09-23,48.707,"Imports_Cumulative_billion"
"575",2021-09-24,18,"New_Cases"
"13631",2021-09-24,45.317,"Exports_Cumulative_billion"
"27311",2021-09-24,48.965,"Imports_Cumulative_billion"
"576",2021-09-25,21,"New_Cases"
"1364",2021-09-25,45.429,"Exports_Cumulative_billion"
"2732",2021-09-25,49.011,"Imports_Cumulative_billion"
"577",2021-09-26,11,"New_Cases"
"1365",2021-09-26,45.528,"Exports_Cumulative_billion"
"2733",2021-09-26,49.097,"Imports_Cumulative_billion"
"578",2021-09-27,10,"New_Cases"
"1366",2021-09-27,45.646,"Exports_Cumulative_billion"
"2734",2021-09-27,49.388,"Imports_Cumulative_billion"
"579",2021-09-28,44,"New_Cases"
"1367",2021-09-28,45.877,"Exports_Cumulative_billion"
"2735",2021-09-28,49.679,"Imports_Cumulative_billion"
"580",2021-09-29,25,"New_Cases"
"1368",2021-09-29,45.972,"Exports_Cumulative_billion"
"2736",2021-09-29,49.907,"Imports_Cumulative_billion"
"5811",2021-09-30,18,"New_Cases"
"4512",2021-09-30,1639,"RPI_Flow"
"901",2021-09-30,1572,"RPI_Stock"
"1511",2021-09-30,1102,"CPI_Food"
"3011",2021-09-30,1180,"CPI_Alcoholic_beverages_and_tobacco"
"4513",2021-09-30,1012,"CPI_Clothing_and_footwear"
"6013",2021-09-30,1167,"CPI_Housing_and_household_utilities"
"754",2021-09-30,1055,"CPI_Household_contents_and_services"
"902",2021-09-30,1064,"CPI_Health"
"1051",2021-09-30,1117,"CPI_Transport"
"1201",2021-09-30,839,"CPI_Communication"
"1351",2021-09-30,1081,"CPI_Recreation_and_culture"
"1501",2021-09-30,1002,"CPI_Education"
"1651",2021-09-30,1124,"CPI_Miscellaneous_goods_and_services"
"1801",2021-09-30,1106,"CPI_All_groups"
"4514",2021-09-30,1099,"FPI_Food"
"903",2021-09-30,1090,"FPI_Fruit_and_vegetables"
"1352",2021-09-30,1105,"FPI_Meat_poultry_and_fish"
"1802",2021-09-30,1072,"FPI_Grocery_food"
"2251",2021-09-30,1052,"FPI_Non-alcoholic_beverages"
"2701",2021-09-30,1161,"FPI_Restaurant_meals_and_ready-to-eat_food"
"1515",2021-09-30,1122,"HPI_All_households"
"3013",2021-09-30,1154,"HPI_Beneficiary"
"4515",2021-09-30,1146,"HPI_Expenditure_quintile_lowest"
"6015",2021-09-30,1102,"HPI_Expenditure_quintile_highest"
"756",2021-09-30,1136,"HPI_Maori"
"904",2021-09-30,1138,"HPI_Superannuitant"
"582",2021-10-01,28,"New_Cases"
"583",2021-10-02,33,"New_Cases"
"584",2021-10-03,30,"New_Cases"
"585",2021-10-04,26,"New_Cases"
"586",2021-10-05,42,"New_Cases"
"587",2021-10-06,30,"New_Cases"
"588",2021-10-07,47,"New_Cases"
"589",2021-10-08,36,"New_Cases"
"590",2021-10-09,61,"New_Cases"
"5911",2021-10-10,35,"New_Cases"
"592",2021-10-11,45,"New_Cases"
"593",2021-10-12,55,"New_Cases"
"594",2021-10-13,72,"New_Cases"
"595",2021-10-14,66,"New_Cases"
"596",2021-10-15,42,"New_Cases"
"597",2021-10-16,52,"New_Cases"
"598",2021-10-17,64,"New_Cases"
"599",2021-10-18,98,"New_Cases"
"600",2021-10-19,60,"New_Cases"
"6011",2021-10-20,102,"New_Cases"
"602",2021-10-21,134,"New_Cases"
"603",2021-10-22,105,"New_Cases"
"604",2021-10-23,84,"New_Cases"
"605",2021-10-24,111,"New_Cases"
"606",2021-10-25,73,"New_Cases"
"607",2021-10-26,77,"New_Cases"
"608",2021-10-27,96,"New_Cases"
"609",2021-10-28,129,"New_Cases"
"610",2021-10-29,161,"New_Cases"
