"","Period","Value","Type"
"1127",2021-01-31,4.2,"Exports_Cumulative_billion"
"2495",2021-01-31,4.847,"Imports_Cumulative_billion"
"20812",2021-01-31,0.8603,"NZAC_Total_Annual_change"
"4252",2021-01-31,-1.9031,"NZAC_Annual_change_Card_transaction_spend"
"6362",2021-01-31,-4.1606,"NZAC_Annual_change_Electricity_grid_demand"
"8601",2021-01-31,57.2855,"NZAC_Annual_change_Manufacturing_index"
"10632",2021-01-31,-5.9297,"NZAC_Annual_change_New_jobs_posted_online"
"12771",2021-01-31,-0.8909,"NZAC_Annual_change_Traffic_index_(heavy)"
"14901",2021-01-31,2.1235,"NZAC_Annual_change_Traffic_index_(light)"
"340",2021-02-01,3,"New_Cases"
"1128",2021-02-01,4.33,"Exports_Cumulative_billion"
"2496",2021-02-01,5.011,"Imports_Cumulative_billion"
"341",2021-02-02,1,"New_Cases"
"1129",2021-02-02,4.557,"Exports_Cumulative_billion"
"2497",2021-02-02,5.279,"Imports_Cumulative_billion"
"342",2021-02-03,5,"New_Cases"
"1130",2021-02-03,4.742,"Exports_Cumulative_billion"
"2498",2021-02-03,5.572,"Imports_Cumulative_billion"
"343",2021-02-04,2,"New_Cases"
"11311",2021-02-04,4.886,"Exports_Cumulative_billion"
"2499",2021-02-04,5.575,"Imports_Cumulative_billion"
"344",2021-02-05,0,"New_Cases"
"11321",2021-02-05,5.063,"Exports_Cumulative_billion"
"2500",2021-02-05,5.764,"Imports_Cumulative_billion"
"345",2021-02-06,5,"New_Cases"
"11331",2021-02-06,5.194,"Exports_Cumulative_billion"
"25011",2021-02-06,5.785,"Imports_Cumulative_billion"
"346",2021-02-07,0,"New_Cases"
"1134",2021-02-07,5.425,"Exports_Cumulative_billion"
"2502",2021-02-07,5.818,"Imports_Cumulative_billion"
"347",2021-02-08,2,"New_Cases"
"1135",2021-02-08,5.513,"Exports_Cumulative_billion"
"2503",2021-02-08,5.875,"Imports_Cumulative_billion"
"348",2021-02-09,2,"New_Cases"
"1136",2021-02-09,5.64,"Exports_Cumulative_billion"
"2504",2021-02-09,6.105,"Imports_Cumulative_billion"
"349",2021-02-10,0,"New_Cases"
"1137",2021-02-10,5.838,"Exports_Cumulative_billion"
"2505",2021-02-10,6.398,"Imports_Cumulative_billion"
"350",2021-02-11,2,"New_Cases"
"1138",2021-02-11,5.943,"Exports_Cumulative_billion"
"2506",2021-02-11,6.609,"Imports_Cumulative_billion"
"351",2021-02-12,2,"New_Cases"
"1139",2021-02-12,6.061,"Exports_Cumulative_billion"
"2507",2021-02-12,6.806,"Imports_Cumulative_billion"
"352",2021-02-13,2,"New_Cases"
"1140",2021-02-13,6.201,"Exports_Cumulative_billion"
"2508",2021-02-13,6.825,"Imports_Cumulative_billion"
"353",2021-02-14,6,"New_Cases"
"11411",2021-02-14,6.307,"Exports_Cumulative_billion"
"2509",2021-02-14,6.851,"Imports_Cumulative_billion"
"354",2021-02-15,1,"New_Cases"
"11421",2021-02-15,6.514,"Exports_Cumulative_billion"
"25101",2021-02-15,7.069,"Imports_Cumulative_billion"
"355",2021-02-16,3,"New_Cases"
"11431",2021-02-16,6.699,"Exports_Cumulative_billion"
"25111",2021-02-16,7.324,"Imports_Cumulative_billion"
"356",2021-02-17,4,"New_Cases"
"1144",2021-02-17,6.845,"Exports_Cumulative_billion"
"25121",2021-02-17,7.526,"Imports_Cumulative_billion"
"357",2021-02-18,4,"New_Cases"
"1145",2021-02-18,7.05,"Exports_Cumulative_billion"
"25131",2021-02-18,7.722,"Imports_Cumulative_billion"
"358",2021-02-19,2,"New_Cases"
"1146",2021-02-19,7.185,"Exports_Cumulative_billion"
"25141",2021-02-19,7.938,"Imports_Cumulative_billion"
"359",2021-02-20,0,"New_Cases"
"1147",2021-02-20,7.321,"Exports_Cumulative_billion"
"2515",2021-02-20,7.955,"Imports_Cumulative_billion"
"360",2021-02-21,7,"New_Cases"
"1148",2021-02-21,7.455,"Exports_Cumulative_billion"
"2516",2021-02-21,7.982,"Imports_Cumulative_billion"
"3611",2021-02-22,6,"New_Cases"
"1149",2021-02-22,7.583,"Exports_Cumulative_billion"
"2517",2021-02-22,8.224,"Imports_Cumulative_billion"
"362",2021-02-23,2,"New_Cases"
"1150",2021-02-23,7.712,"Exports_Cumulative_billion"
"2518",2021-02-23,8.489,"Imports_Cumulative_billion"
"363",2021-02-24,3,"New_Cases"
"11511",2021-02-24,8.031,"Exports_Cumulative_billion"
"2519",2021-02-24,8.692,"Imports_Cumulative_billion"
"364",2021-02-25,3,"New_Cases"
"11521",2021-02-25,8.243,"Exports_Cumulative_billion"
"2520",2021-02-25,8.935,"Imports_Cumulative_billion"
"365",2021-02-26,1,"New_Cases"
"11531",2021-02-26,8.371,"Exports_Cumulative_billion"
"25211",2021-02-26,9.096,"Imports_Cumulative_billion"
"366",2021-02-27,4,"New_Cases"
"1154",2021-02-27,8.524,"Exports_Cumulative_billion"
"2522",2021-02-27,9.115,"Imports_Cumulative_billion"
"73",2021-02-28,533,"Weekly_Mean_Rent_Price"
"731",2021-02-28,500,"Weekly_Median_Rent_Price"
"367",2021-02-28,2,"New_Cases"
"3812",2021-02-28,1567,"RPI_Flow"
"831",2021-02-28,1541,"RPI_Stock"
"3814",2021-02-28,1046,"FPI_Food"
"833",2021-02-28,913,"FPI_Fruit_and_vegetables"
"1282",2021-02-28,1055,"FPI_Meat_poultry_and_fish"
"1732",2021-02-28,1045,"FPI_Grocery_food"
"2181",2021-02-28,1036,"FPI_Non-alcoholic_beverages"
"2631",2021-02-28,1125,"FPI_Restaurant_meals_and_ready-to-eat_food"
"1155",2021-02-28,8.702,"Exports_Cumulative_billion"
"2523",2021-02-28,9.143,"Imports_Cumulative_billion"
"21012",2021-02-28,0.7006,"NZAC_Total_Annual_change"
"4282",2021-02-28,-8.066,"NZAC_Annual_change_Card_transaction_spend"
"6432",2021-02-28,-4.5832,"NZAC_Annual_change_Electricity_grid_demand"
"8561",2021-02-28,54.3573,"NZAC_Annual_change_Manufacturing_index"
"10641",2021-02-28,-1.7142,"NZAC_Annual_change_New_jobs_posted_online"
"12791",2021-02-28,4.5466,"NZAC_Annual_change_Traffic_index_(heavy)"
"14951",2021-02-28,1.949,"NZAC_Annual_change_Traffic_index_(light)"
"368",2021-03-01,4,"New_Cases"
"1156",2021-03-01,8.889,"Exports_Cumulative_billion"
"2524",2021-03-01,9.567,"Imports_Cumulative_billion"
"369",2021-03-02,2,"New_Cases"
"1157",2021-03-02,9.055,"Exports_Cumulative_billion"
"2525",2021-03-02,9.804,"Imports_Cumulative_billion"
"370",2021-03-03,5,"New_Cases"
"1158",2021-03-03,9.244,"Exports_Cumulative_billion"
"2526",2021-03-03,10.052,"Imports_Cumulative_billion"
"3711",2021-03-04,0,"New_Cases"
"1159",2021-03-04,9.508,"Exports_Cumulative_billion"
"2527",2021-03-04,10.275,"Imports_Cumulative_billion"
"372",2021-03-05,9,"New_Cases"
"1160",2021-03-05,9.699,"Exports_Cumulative_billion"
"2528",2021-03-05,10.46,"Imports_Cumulative_billion"
"373",2021-03-06,1,"New_Cases"
"11611",2021-03-06,9.862,"Exports_Cumulative_billion"
"2529",2021-03-06,10.496,"Imports_Cumulative_billion"
"374",2021-03-07,6,"New_Cases"
"11621",2021-03-07,9.99,"Exports_Cumulative_billion"
"2530",2021-03-07,10.532,"Imports_Cumulative_billion"
"375",2021-03-08,4,"New_Cases"
"1163",2021-03-08,10.085,"Exports_Cumulative_billion"
"25311",2021-03-08,10.798,"Imports_Cumulative_billion"
"376",2021-03-09,1,"New_Cases"
"1164",2021-03-09,10.228,"Exports_Cumulative_billion"
"2532",2021-03-09,11.04,"Imports_Cumulative_billion"
"377",2021-03-10,6,"New_Cases"
"1165",2021-03-10,10.399,"Exports_Cumulative_billion"
"2533",2021-03-10,11.265,"Imports_Cumulative_billion"
"378",2021-03-11,1,"New_Cases"
"1166",2021-03-11,10.517,"Exports_Cumulative_billion"
"2534",2021-03-11,11.473,"Imports_Cumulative_billion"
"379",2021-03-12,5,"New_Cases"
"1167",2021-03-12,10.73,"Exports_Cumulative_billion"
"2535",2021-03-12,11.657,"Imports_Cumulative_billion"
"380",2021-03-13,1,"New_Cases"
"1168",2021-03-13,10.864,"Exports_Cumulative_billion"
"2536",2021-03-13,11.68,"Imports_Cumulative_billion"
"3811",2021-03-14,7,"New_Cases"
"1169",2021-03-14,11.023,"Exports_Cumulative_billion"
"2537",2021-03-14,11.714,"Imports_Cumulative_billion"
"382",2021-03-15,2,"New_Cases"
"1170",2021-03-15,11.257,"Exports_Cumulative_billion"
"2538",2021-03-15,11.959,"Imports_Cumulative_billion"
"383",2021-03-16,2,"New_Cases"
"11711",2021-03-16,11.465,"Exports_Cumulative_billion"
"2539",2021-03-16,12.177,"Imports_Cumulative_billion"
"384",2021-03-17,0,"New_Cases"
"11721",2021-03-17,11.763,"Exports_Cumulative_billion"
"2540",2021-03-17,12.378,"Imports_Cumulative_billion"
"385",2021-03-18,10,"New_Cases"
"11731",2021-03-18,11.933,"Exports_Cumulative_billion"
"25411",2021-03-18,12.588,"Imports_Cumulative_billion"
"386",2021-03-19,0,"New_Cases"
"1174",2021-03-19,12.094,"Exports_Cumulative_billion"
"2542",2021-03-19,12.794,"Imports_Cumulative_billion"
"387",2021-03-20,9,"New_Cases"
"1175",2021-03-20,12.274,"Exports_Cumulative_billion"
"2543",2021-03-20,12.825,"Imports_Cumulative_billion"
"388",2021-03-21,9,"New_Cases"
"1176",2021-03-21,12.435,"Exports_Cumulative_billion"
"2544",2021-03-21,12.866,"Imports_Cumulative_billion"
"389",2021-03-22,0,"New_Cases"
"1177",2021-03-22,12.645,"Exports_Cumulative_billion"
"2545",2021-03-22,13.113,"Imports_Cumulative_billion"
"390",2021-03-23,8,"New_Cases"
"1178",2021-03-23,12.874,"Exports_Cumulative_billion"
"2546",2021-03-23,13.363,"Imports_Cumulative_billion"
"3911",2021-03-24,6,"New_Cases"
"1179",2021-03-24,13.03,"Exports_Cumulative_billion"
"2547",2021-03-24,13.581,"Imports_Cumulative_billion"
"392",2021-03-25,3,"New_Cases"
"1180",2021-03-25,13.275,"Exports_Cumulative_billion"
"2548",2021-03-25,13.782,"Imports_Cumulative_billion"
"393",2021-03-26,2,"New_Cases"
"11811",2021-03-26,13.455,"Exports_Cumulative_billion"
"2549",2021-03-26,14.088,"Imports_Cumulative_billion"
"394",2021-03-27,1,"New_Cases"
"11821",2021-03-27,13.56,"Exports_Cumulative_billion"
"2550",2021-03-27,14.119,"Imports_Cumulative_billion"
"395",2021-03-28,11,"New_Cases"
"11831",2021-03-28,13.726,"Exports_Cumulative_billion"
"25511",2021-03-28,14.153,"Imports_Cumulative_billion"
"396",2021-03-29,2,"New_Cases"
"1184",2021-03-29,13.896,"Exports_Cumulative_billion"
"2552",2021-03-29,14.345,"Imports_Cumulative_billion"
"397",2021-03-30,2,"New_Cases"
"1185",2021-03-30,14.182,"Exports_Cumulative_billion"
"2553",2021-03-30,14.59,"Imports_Cumulative_billion"
"74",2021-03-31,517,"Weekly_Mean_Rent_Price"
"741",2021-03-31,495,"Weekly_Median_Rent_Price"
"398",2021-03-31,4,"New_Cases"
"3912",2021-03-31,1563,"RPI_Flow"
"841",2021-03-31,1547,"RPI_Stock"
"1311",2021-03-31,1057,"CPI_Food"
"2811",2021-03-31,1173,"CPI_Alcoholic_beverages_and_tobacco"
"4313",2021-03-31,979,"CPI_Clothing_and_footwear"
"5813",2021-03-31,1116,"CPI_Housing_and_household_utilities"
"734",2021-03-31,1029,"CPI_Household_contents_and_services"
"882",2021-03-31,1053,"CPI_Health"
"1031",2021-03-31,1049,"CPI_Transport"
"1181",2021-03-31,872,"CPI_Communication"
"1331",2021-03-31,1044,"CPI_Recreation_and_culture"
"1481",2021-03-31,996,"CPI_Education"
"1631",2021-03-31,1100,"CPI_Miscellaneous_goods_and_services"
"1781",2021-03-31,1068,"CPI_All_groups"
"3914",2021-03-31,1046,"FPI_Food"
"843",2021-03-31,916,"FPI_Fruit_and_vegetables"
"1292",2021-03-31,1049,"FPI_Meat_poultry_and_fish"
"1742",2021-03-31,1041,"FPI_Grocery_food"
"2191",2021-03-31,1042,"FPI_Non-alcoholic_beverages"
"2641",2021-03-31,1128,"FPI_Restaurant_meals_and_ready-to-eat_food"
"1315",2021-03-31,1090,"HPI_All_households"
"2813",2021-03-31,1126,"HPI_Beneficiary"
"4315",2021-03-31,1113,"HPI_Expenditure_quintile_lowest"
"5815",2021-03-31,1070,"HPI_Expenditure_quintile_highest"
"736",2021-03-31,1105,"HPI_Maori"
"884",2021-03-31,1102,"HPI_Superannuitant"
"1316",2021-03-31,1644,"CEP_All_Groups"
"1317",2021-03-31,1186,"PPI_Inputs"
"1318",2021-03-31,1200,"PPI_Outputs"
"1143",2021-03-31,1235,"LCI_All_Sectors"
"1419",2021-03-31,4.6,"Unemployment_Rate"
"2831",2021-03-31,67.1,"Employment_Rate"
"1294",2021-03-31,1329.84,"Weekly_Earnings"
"1186",2021-03-31,14.397,"Exports_Cumulative_billion"
"2554",2021-03-31,14.797,"Imports_Cumulative_billion"
"20912",2021-03-31,5.6043,"NZAC_Total_Annual_change"
"4232",2021-03-31,7.788,"NZAC_Annual_change_Card_transaction_spend"
"6442",2021-03-31,2.1585,"NZAC_Annual_change_Electricity_grid_demand"
"8591",2021-03-31,63.8402,"NZAC_Annual_change_Manufacturing_index"
"10541",2021-03-31,56.1197,"NZAC_Annual_change_New_jobs_posted_online"
"12812",2021-03-31,20.113,"NZAC_Annual_change_Traffic_index_(heavy)"
"14961",2021-03-31,26.5849,"NZAC_Annual_change_Traffic_index_(light)"
"399",2021-04-01,0,"New_Cases"
"1187",2021-04-01,14.585,"Exports_Cumulative_billion"
"2555",2021-04-01,15.189,"Imports_Cumulative_billion"
"400",2021-04-02,0,"New_Cases"
"1188",2021-04-02,14.755,"Exports_Cumulative_billion"
"2556",2021-04-02,15.225,"Imports_Cumulative_billion"
"4011",2021-04-03,0,"New_Cases"
"1189",2021-04-03,14.945,"Exports_Cumulative_billion"
"2557",2021-04-03,15.249,"Imports_Cumulative_billion"
"402",2021-04-04,6,"New_Cases"
"1190",2021-04-04,15.082,"Exports_Cumulative_billion"
"2558",2021-04-04,15.293,"Imports_Cumulative_billion"
"403",2021-04-05,17,"New_Cases"
"11911",2021-04-05,15.194,"Exports_Cumulative_billion"
"2559",2021-04-05,15.338,"Imports_Cumulative_billion"
"404",2021-04-06,7,"New_Cases"
"11921",2021-04-06,15.463,"Exports_Cumulative_billion"
"2560",2021-04-06,15.596,"Imports_Cumulative_billion"
"405",2021-04-07,24,"New_Cases"
"11931",2021-04-07,15.698,"Exports_Cumulative_billion"
"25611",2021-04-07,15.826,"Imports_Cumulative_billion"
"406",2021-04-08,6,"New_Cases"
"1194",2021-04-08,15.847,"Exports_Cumulative_billion"
"2562",2021-04-08,16.102,"Imports_Cumulative_billion"
"407",2021-04-09,10,"New_Cases"
"1195",2021-04-09,16.091,"Exports_Cumulative_billion"
"2563",2021-04-09,16.315,"Imports_Cumulative_billion"
"408",2021-04-10,3,"New_Cases"
"1196",2021-04-10,16.264,"Exports_Cumulative_billion"
"2564",2021-04-10,16.346,"Imports_Cumulative_billion"
"409",2021-04-11,9,"New_Cases"
"1197",2021-04-11,16.467,"Exports_Cumulative_billion"
"2565",2021-04-11,16.387,"Imports_Cumulative_billion"
"410",2021-04-12,4,"New_Cases"
"1198",2021-04-12,16.633,"Exports_Cumulative_billion"
"2566",2021-04-12,16.669,"Imports_Cumulative_billion"
"4111",2021-04-13,2,"New_Cases"
"1199",2021-04-13,16.787,"Exports_Cumulative_billion"
"2567",2021-04-13,16.953,"Imports_Cumulative_billion"
"412",2021-04-14,2,"New_Cases"
"1200",2021-04-14,17.022,"Exports_Cumulative_billion"
"2568",2021-04-14,17.203,"Imports_Cumulative_billion"
"413",2021-04-15,0,"New_Cases"
"12011",2021-04-15,17.159,"Exports_Cumulative_billion"
"2569",2021-04-15,17.429,"Imports_Cumulative_billion"
"414",2021-04-16,0,"New_Cases"
"12021",2021-04-16,17.327,"Exports_Cumulative_billion"
"2570",2021-04-16,17.631,"Imports_Cumulative_billion"
"415",2021-04-17,4,"New_Cases"
"12031",2021-04-17,17.514,"Exports_Cumulative_billion"
"25711",2021-04-17,17.663,"Imports_Cumulative_billion"
"416",2021-04-18,1,"New_Cases"
"1204",2021-04-18,17.636,"Exports_Cumulative_billion"
"2572",2021-04-18,17.707,"Imports_Cumulative_billion"
"417",2021-04-19,1,"New_Cases"
"1205",2021-04-19,17.804,"Exports_Cumulative_billion"
"2573",2021-04-19,17.904,"Imports_Cumulative_billion"
"418",2021-04-20,2,"New_Cases"
"1206",2021-04-20,17.974,"Exports_Cumulative_billion"
"2574",2021-04-20,18.144,"Imports_Cumulative_billion"
"419",2021-04-21,1,"New_Cases"
"1207",2021-04-21,18.144,"Exports_Cumulative_billion"
"2575",2021-04-21,18.395,"Imports_Cumulative_billion"
"420",2021-04-22,0,"New_Cases"
"1208",2021-04-22,18.389,"Exports_Cumulative_billion"
"2576",2021-04-22,18.645,"Imports_Cumulative_billion"
"4211",2021-04-23,0,"New_Cases"
"1209",2021-04-23,18.615,"Exports_Cumulative_billion"
"2577",2021-04-23,18.805,"Imports_Cumulative_billion"
"422",2021-04-24,1,"New_Cases"
"12101",2021-04-24,18.854,"Exports_Cumulative_billion"
"2578",2021-04-24,18.827,"Imports_Cumulative_billion"
"423",2021-04-25,0,"New_Cases"
"12111",2021-04-25,18.999,"Exports_Cumulative_billion"
"2579",2021-04-25,18.859,"Imports_Cumulative_billion"
"424",2021-04-26,8,"New_Cases"
"12121",2021-04-26,19.127,"Exports_Cumulative_billion"
"2580",2021-04-26,18.906,"Imports_Cumulative_billion"
"425",2021-04-27,0,"New_Cases"
"12131",2021-04-27,19.256,"Exports_Cumulative_billion"
"25811",2021-04-27,19.142,"Imports_Cumulative_billion"
"426",2021-04-28,4,"New_Cases"
"12141",2021-04-28,19.456,"Exports_Cumulative_billion"
"2582",2021-04-28,19.348,"Imports_Cumulative_billion"
"427",2021-04-29,0,"New_Cases"
"12151",2021-04-29,19.594,"Exports_Cumulative_billion"
"2583",2021-04-29,19.513,"Imports_Cumulative_billion"
"75",2021-04-30,518,"Weekly_Mean_Rent_Price"
"751",2021-04-30,500,"Weekly_Median_Rent_Price"
"428",2021-04-30,0,"New_Cases"
"4012",2021-04-30,1560,"RPI_Flow"
"851",2021-04-30,1551,"RPI_Stock"
"4014",2021-04-30,1058,"FPI_Food"
"853",2021-04-30,960,"FPI_Fruit_and_vegetables"
"1302",2021-04-30,1050,"FPI_Meat_poultry_and_fish"
"1752",2021-04-30,1051,"FPI_Grocery_food"
"2201",2021-04-30,1032,"FPI_Non-alcoholic_beverages"
"2651",2021-04-30,1142,"FPI_Restaurant_meals_and_ready-to-eat_food"
"12161",2021-04-30,19.78,"Exports_Cumulative_billion"
"2584",2021-04-30,19.783,"Imports_Cumulative_billion"
"21112",2021-04-30,32.4398,"NZAC_Total_Annual_change"
"4262",2021-04-30,117.0476,"NZAC_Annual_change_Card_transaction_spend"
"6391",2021-04-30,15.4017,"NZAC_Annual_change_Electricity_grid_demand"
"8612",2021-04-30,58.1354,"NZAC_Annual_change_Manufacturing_index"
"10561",2021-04-30,354.7692,"NZAC_Annual_change_New_jobs_posted_online"
"12761",2021-04-30,134.0285,"NZAC_Annual_change_Traffic_index_(heavy)"
"14981",2021-04-30,320.6569,"NZAC_Annual_change_Traffic_index_(light)"
"429",2021-05-01,5,"New_Cases"
"12171",2021-05-01,19.927,"Exports_Cumulative_billion"
"2585",2021-05-01,19.924,"Imports_Cumulative_billion"
"430",2021-05-02,4,"New_Cases"
"12181",2021-05-02,20.111,"Exports_Cumulative_billion"
"2586",2021-05-02,19.99,"Imports_Cumulative_billion"
"4311",2021-05-03,1,"New_Cases"
"12191",2021-05-03,20.261,"Exports_Cumulative_billion"
"2587",2021-05-03,20.303,"Imports_Cumulative_billion"
"432",2021-05-04,6,"New_Cases"
"1220",2021-05-04,20.595,"Exports_Cumulative_billion"
"2588",2021-05-04,20.502,"Imports_Cumulative_billion"
"433",2021-05-05,4,"New_Cases"
"12211",2021-05-05,20.743,"Exports_Cumulative_billion"
"2589",2021-05-05,20.716,"Imports_Cumulative_billion"
"434",2021-05-06,1,"New_Cases"
"12221",2021-05-06,20.923,"Exports_Cumulative_billion"
"2590",2021-05-06,20.957,"Imports_Cumulative_billion"
"435",2021-05-07,0,"New_Cases"
"12231",2021-05-07,21.12,"Exports_Cumulative_billion"
"25911",2021-05-07,21.16,"Imports_Cumulative_billion"
"436",2021-05-08,8,"New_Cases"
"1224",2021-05-08,21.3,"Exports_Cumulative_billion"
"2592",2021-05-08,21.187,"Imports_Cumulative_billion"
"437",2021-05-09,2,"New_Cases"
"1225",2021-05-09,21.48,"Exports_Cumulative_billion"
"2593",2021-05-09,21.231,"Imports_Cumulative_billion"
"438",2021-05-10,0,"New_Cases"
"1226",2021-05-10,21.699,"Exports_Cumulative_billion"
"2594",2021-05-10,21.443,"Imports_Cumulative_billion"
"439",2021-05-11,-1,"New_Cases"
"1227",2021-05-11,21.861,"Exports_Cumulative_billion"
"2595",2021-05-11,21.677,"Imports_Cumulative_billion"
"440",2021-05-12,1,"New_Cases"
"1228",2021-05-12,22.028,"Exports_Cumulative_billion"
"2596",2021-05-12,21.9,"Imports_Cumulative_billion"
"4411",2021-05-13,1,"New_Cases"
"1229",2021-05-13,22.204,"Exports_Cumulative_billion"
"2597",2021-05-13,22.139,"Imports_Cumulative_billion"
"442",2021-05-14,0,"New_Cases"
"1230",2021-05-14,22.506,"Exports_Cumulative_billion"
"2598",2021-05-14,22.392,"Imports_Cumulative_billion"
"443",2021-05-15,1,"New_Cases"
"12311",2021-05-15,22.674,"Exports_Cumulative_billion"
"2599",2021-05-15,22.414,"Imports_Cumulative_billion"
"444",2021-05-16,5,"New_Cases"
"12321",2021-05-16,22.775,"Exports_Cumulative_billion"
"2600",2021-05-16,22.453,"Imports_Cumulative_billion"
"445",2021-05-17,2,"New_Cases"
"12331",2021-05-17,22.954,"Exports_Cumulative_billion"
"26011",2021-05-17,22.637,"Imports_Cumulative_billion"
"446",2021-05-18,5,"New_Cases"
"1234",2021-05-18,23.101,"Exports_Cumulative_billion"
"2602",2021-05-18,22.859,"Imports_Cumulative_billion"
"447",2021-05-19,1,"New_Cases"
"1235",2021-05-19,23.256,"Exports_Cumulative_billion"
"2603",2021-05-19,23.085,"Imports_Cumulative_billion"
"448",2021-05-20,3,"New_Cases"
"1236",2021-05-20,23.428,"Exports_Cumulative_billion"
"2604",2021-05-20,23.294,"Imports_Cumulative_billion"
"449",2021-05-21,1,"New_Cases"
"1237",2021-05-21,23.614,"Exports_Cumulative_billion"
"2605",2021-05-21,23.538,"Imports_Cumulative_billion"
"450",2021-05-22,6,"New_Cases"
"1238",2021-05-22,23.78,"Exports_Cumulative_billion"
"2606",2021-05-22,23.571,"Imports_Cumulative_billion"
"4511",2021-05-23,0,"New_Cases"
"1239",2021-05-23,24.061,"Exports_Cumulative_billion"
"2607",2021-05-23,23.603,"Imports_Cumulative_billion"
"452",2021-05-24,1,"New_Cases"
"1240",2021-05-24,24.439,"Exports_Cumulative_billion"
"2608",2021-05-24,23.851,"Imports_Cumulative_billion"
"453",2021-05-25,0,"New_Cases"
"12411",2021-05-25,24.563,"Exports_Cumulative_billion"
"2609",2021-05-25,24.072,"Imports_Cumulative_billion"
"454",2021-05-26,1,"New_Cases"
"12421",2021-05-26,24.739,"Exports_Cumulative_billion"
"26101",2021-05-26,24.299,"Imports_Cumulative_billion"
"455",2021-05-27,0,"New_Cases"
"12431",2021-05-27,24.933,"Exports_Cumulative_billion"
"26111",2021-05-27,24.533,"Imports_Cumulative_billion"
"456",2021-05-28,0,"New_Cases"
"1244",2021-05-28,25.066,"Exports_Cumulative_billion"
"26121",2021-05-28,24.823,"Imports_Cumulative_billion"
"457",2021-05-29,2,"New_Cases"
"1245",2021-05-29,25.232,"Exports_Cumulative_billion"
"26131",2021-05-29,24.851,"Imports_Cumulative_billion"
"458",2021-05-30,1,"New_Cases"
"1246",2021-05-30,25.357,"Exports_Cumulative_billion"
"26141",2021-05-30,24.885,"Imports_Cumulative_billion"
"76",2021-05-31,521,"Weekly_Mean_Rent_Price"
"761",2021-05-31,500,"Weekly_Median_Rent_Price"
"459",2021-05-31,0,"New_Cases"
"4112",2021-05-31,1571,"RPI_Flow"
"861",2021-05-31,1558,"RPI_Stock"
"4114",2021-05-31,1062,"FPI_Food"
"863",2021-05-31,959,"FPI_Fruit_and_vegetables"
"1314",2021-05-31,1055,"FPI_Meat_poultry_and_fish"
"1762",2021-05-31,1052,"FPI_Grocery_food"
"2213",2021-05-31,1045,"FPI_Non-alcoholic_beverages"
"2661",2021-05-31,1146,"FPI_Restaurant_meals_and_ready-to-eat_food"
"1247",2021-05-31,25.667,"Exports_Cumulative_billion"
"2615",2021-05-31,25.172,"Imports_Cumulative_billion"
"21312",2021-05-31,8.7613,"NZAC_Total_Annual_change"
"4272",2021-05-31,22.1912,"NZAC_Annual_change_Card_transaction_spend"
"6452",2021-05-31,3.0006,"NZAC_Annual_change_Electricity_grid_demand"
"8622",2021-05-31,58.3462,"NZAC_Annual_change_Manufacturing_index"
"10661",2021-05-31,191.9758,"NZAC_Annual_change_New_jobs_posted_online"
"12781",2021-05-31,16.2404,"NZAC_Annual_change_Traffic_index_(heavy)"
"14991",2021-05-31,38.6277,"NZAC_Annual_change_Traffic_index_(light)"
"460",2021-06-01,6,"New_Cases"
"1248",2021-06-01,25.821,"Exports_Cumulative_billion"
"2616",2021-06-01,25.561,"Imports_Cumulative_billion"
"4611",2021-06-02,2,"New_Cases"
"1249",2021-06-02,25.956,"Exports_Cumulative_billion"
"2617",2021-06-02,25.85,"Imports_Cumulative_billion"
"462",2021-06-03,1,"New_Cases"
"1250",2021-06-03,26.118,"Exports_Cumulative_billion"
"2618",2021-06-03,26.132,"Imports_Cumulative_billion"
"463",2021-06-04,0,"New_Cases"
"12511",2021-06-04,26.271,"Exports_Cumulative_billion"
"2619",2021-06-04,26.372,"Imports_Cumulative_billion"
"464",2021-06-05,0,"New_Cases"
"12521",2021-06-05,26.468,"Exports_Cumulative_billion"
"2620",2021-06-05,26.401,"Imports_Cumulative_billion"
"465",2021-06-06,0,"New_Cases"
"12531",2021-06-06,26.666,"Exports_Cumulative_billion"
"26211",2021-06-06,26.444,"Imports_Cumulative_billion"
"466",2021-06-07,10,"New_Cases"
"1254",2021-06-07,26.995,"Exports_Cumulative_billion"
"2622",2021-06-07,26.507,"Imports_Cumulative_billion"
"467",2021-06-08,4,"New_Cases"
"1255",2021-06-08,27.106,"Exports_Cumulative_billion"
"2623",2021-06-08,26.788,"Imports_Cumulative_billion"
"468",2021-06-09,1,"New_Cases"
"1256",2021-06-09,27.241,"Exports_Cumulative_billion"
"2624",2021-06-09,27.044,"Imports_Cumulative_billion"
"469",2021-06-10,5,"New_Cases"
"1257",2021-06-10,27.47,"Exports_Cumulative_billion"
"2625",2021-06-10,27.26,"Imports_Cumulative_billion"
"470",2021-06-11,0,"New_Cases"
"1258",2021-06-11,27.61,"Exports_Cumulative_billion"
"2626",2021-06-11,27.524,"Imports_Cumulative_billion"
"4711",2021-06-12,6,"New_Cases"
"1259",2021-06-12,27.754,"Exports_Cumulative_billion"
"2627",2021-06-12,27.553,"Imports_Cumulative_billion"
"472",2021-06-13,1,"New_Cases"
"1260",2021-06-13,28.005,"Exports_Cumulative_billion"
"2628",2021-06-13,27.605,"Imports_Cumulative_billion"
"473",2021-06-14,0,"New_Cases"
"12611",2021-06-14,28.161,"Exports_Cumulative_billion"
